Northeast Rehabilitation Hospital at The Elliot,0,Manchester,NH
Northeast Rehabilitation Hospital in Portsmouth,0,Portsmouth,NH
Parkland Medical Center,86,Derry,NH
Portsmouth Regional Hospital,178,Portsmouth,NH
Saint Joseph Hospital,208,Nashua,NH
Southern New Hampshire Medical Center,158,Nashua,NH
Speare Memorial Hospital,25,Plymouth,NH
The Memorial Hospital,70,North Conway,NH
Upper Connecticut Valley Hospital,16,Colebrook,NH
Valley Regional Hospital,25,Claremont,NH
Weeks Medical Center,25,Lancaster,NH
Wentworth-Douglass Hospital,118,Dover,NH
 Palisades Medical Center ,186,North Bergen,NJ
 St. Joseph's Healthcare and Rehab Center ,0,Cedar Grove ,NJ
Acuity Specialty Hospital of New Jersey - Atlantic City,30,Atlantic City,NJ
Acuity Specialty Hospital of Southern New Jersey,69,Willingboro,NJ
Ancora Psychiatric Hospital,515,Ancora,NJ
Ann Klein Forensic Center,200,West Trenton,NJ
Atlantic Rehabilitation Institute,0,Madison,NJ
AtlantiCare Regional Medical Center - Mainland Campus,0,Pomona,NJ
AtlantiCare Regional Medical Center -Atlantic City Campus,540,Atlantic City,NJ
Bacharach Institute for Rehabilitation,82,Pomona,NJ
Bayonne Medical Center,163,Bayonne,NJ
Bayshore Medical Center,174,Holmdel,NJ
Bergen New Bridge Medical Center,1020,Paramus,NJ
Buttonwood Behavioral Health Hospital,234,Pemberton,NJ
Cape Regional Medical Center,149,Cape May Court House,NJ
Capital Health Medical Center - Hopewell,161,Pennington,NJ
Capital Health Regional Medical Center,162,Trenton,NJ
CarePoint Health Transitional Care Center at Hoboken University Medical Center,30,Hoboken,NJ
CentraState Medical Center,260,Freehold,NJ
Children's Hospital of New Jersey at Newark Beth Israel Medical Center,0,Newark ,NJ
Children's Specialized Hospital ,114,Mountainside,NJ
Children's Specialized Hospital New Brunswick ,0,New Brunswick,NJ
Chilton Medical Center,170,Pompton Plains,NJ
Christ Hospital,178,Jersey City,NJ
Christian Health Care Center,356,Wyckoff,NJ
Clara Maass Medical Center,342,Belleville,NJ
Columbus Hospital LTACH,63,Newark,NJ
Community Medical Center,449,Toms River,NJ
Cooper University Hospital,575,Camden,NJ
Deborah Heart and Lung Center,86,Browns Mills,NJ
East Orange General Hospital,196,East Orange,NJ
Encompass Health  Rehabilitation Hospital of Tinton Falls,60,Tinton Falls,NJ
Encompass Health Rehabilitation Hospital of Vineland,41,Vineland,NJ
Encompass Health Rehabilitation Hospital Toms River,98,Toms River,NJ
Englewood Hospital and Medical Center,281,Englewood,NJ
Essex County Hospital Center,180,Cedar Grove,NJ
Greystone Park Psychiatric Hospital,468,Morris Plains,NJ
Hackensack Meridian Health Carrier Clinic,207,Belle Mead,NJ
Hackensack Meridian Health JFK Medical Center,434,Edison,NJ
Hackensack Meridian Health Mountainside Medical Center ,231,Montclair,NJ
Hackensack Meridian Health Pascack Valley Medical Center,78,Westwood,NJ
Hackensack University Medical Center,711,Hackensack,NJ
Hackettstown Medical Center,61,Hackettstown,NJ
Hampton Hospital,120,Westampton Township,NJ
Hoboken University Medical Center,190,Hoboken,NJ
Holy Name Medical Center,307,Teaneck,NJ
Hudson County Meadowview Psychiatric Hospital,84,Secaucus,NJ
Hudson Regional Hospital,106,Secaucus,NJ
Hunterdon Medical Center,184,Flemington,NJ
Inspira Medical Center Elmer,92,Elmer,NJ
Inspira Medical Center Mullica Hill,0,Mullica Hill,NJ
Inspira Medical Center Vineland,332,Vineland,NJ
Inspira Medical Center Woodbury,253,Woodbury,NJ
Jefferson  Washington Township Hospital,0,Turnersville,NJ
Jefferson Cherry Hill Hospital,522,Cherry Hill,NJ
Jefferson Stratford Hospital,0,Stratford,NJ
Jersey City Medical Center,332,Jersey City,NJ
Jersey Shore University Medical Center,596,Neptune,NJ
Kessler Institute for Rehabilitation - Marlton,61,Marlton,NJ
Kessler Institute for Rehabilitation - West Orange,336,West Orange,NJ
Kessler Institute for Rehabilitation Chester,0,Chester,NJ
Kessler Institute for Rehabilitation Saddle Brook Campus,0,Saddle Brook,NJ
Kindred Hospital New Jersey - Morris County,117,Dover,NJ
Kindred Hospital New Jersey - Rahway,0,Rahway,NJ
Kindred Hospital New Jersey - Wayne,0,Wayne,NJ
LTACH CareOne at Hackensack University Medical Center Pascack Valley,0,Westwood,NJ
LTACH - CareOne at Saint Peter's University Hospital,76,New Brunswick,NJ
LTACH - CareOne at Trinitas Regional Medical Center,0,Elizabeth,NJ
Matheny Hospital,101,Peapack,NJ
Monmouth Medical Center,342,Long Branch,NJ
Monmouth Medical Center Southern Campus,201,Lakewood,NJ
Morristown Medical Center,669,Morristown,NJ
Newark Beth Israel Medical Center,467,Newark,NJ
Newton Medical Center,146,Newton,NJ
Northbrook Behavioral Health Hospital,158,Blackwood,NJ
Ocean Medical Center,350,Brick,NJ
Overlook Medical Center,467,Summit,NJ
Princeton House Behavioral Health,0,Princeton,NJ
Princeton Medical Center,355,Plainsboro,NJ
Raritan Bay Medical Center - Old Bridge Division,0,Old Bridge,NJ
Raritan Bay Medical Center - Perth Amboy Division,302,Perth Amboy,NJ
Riverview Medical Center,292,Red Bank,NJ
Robert Wood Johnson University Hospital,621,New Brunswick,NJ
Robert Wood Johnson University Hospital at Rahway,122,Rahway,NJ
Robert Wood Johnson University Hospital Somerset,279,Somerville,NJ
Runnells Center for Rehab and Healthcare,44,Berkeley Heights,NJ
Rutgers University Behavioral Healthcare,64,Piscataway,NJ
RWJ University Hospital Hamilton,152,Hamilton,NJ
RWJBarnabas Health Behavioral Health Center,40,Toms River,NJ
Saint Barnabas Medical Center,557,Livingston,NJ
Saint Clare's Behavioral Health - Boonton,0,Boonton Township,NJ
Saint Clare's Denville Hospital ,351,Denville,NJ
Saint Clare's Hospital - Dover,243,Dover,NJ
Saint Francis Medical Center,134,Trenton,NJ
Saint Joseph's University Medical Center,688,Paterson,NJ
Saint Joseph's Wayne Medical Center,141,Wayne,NJ
Saint Lawrence Rehabilitation Center,116,Lawrenceville,NJ
Saint Luke's Warren Campus,92,Phillipsburg,NJ
Saint Mary's General Hospital,145,Passaic,NJ
Saint Michael's Medical Center,147,Newark,NJ
Saint Peter's University Hospital,353,New Brunswick,NJ
Salem Medical Center,126,Salem,NJ
Select Specialty Hospital Northeast New Jersey,62,Rochelle Park,NJ
Shore Medical Center,199,Somers Point,NJ
Shore Rehabilitation Institute,40,Brick,NJ
Southern Ocean Medical Center,176,Manahawkin,NJ
Specialty Hospital of Central Jersey,50,Lakewood,NJ
Summit Oaks Hospital,122,Summit,NJ
The University Hospital,367,Newark,NJ
The Unterberg Children's Hospital at Monmouth Medical Center,0,Long Branch ,NJ
The Valley Hospital,388,Ridgewood,NJ
Trenton Psychiatric Hospital,400,West Trenton,NJ
Trinitas Regional Medical Center ,423,Elizabeth,NJ
VA New Jersey Health Care System - Lyons Campus,0,Lyons ,NJ
VA New Jersey Healthcare System - East Orange Campus,0,East Orange,NJ
Valley-Mount Sinai Comprehensive Cancer Care,0,Paramus,NJ
Virtua Marlton Hospital,0,Marlton,NJ
Virtua Memorial Hospital ,339,Mount Holly,NJ
Virtua Our Lady of Lourdes Hospital,301,Camden,NJ
Virtua Voorhees Hospital,587,Voorhees,NJ
Virtua Willingboro Hospital,144,Willingboro,NJ
Weisman Children's Rehabilitation Hospital,18,Marlton,NJ
 Santa Fe Indian Hospital,4,Santa Fe,NM
Advanced Care Hospital of Southern New Mexico,20,Las Cruces,NM
Alta Vista Regional Hospital,46,Las Vegas,NM
AMG Specialty Hospital - Albuquerque,25,Albuquerque,NM
Artesia General Hospital,34,Artesia,NM
Carlsbad Medical Center,95,Carlsbad,NM
Central Desert Behavioral Health Center,26,Albuquerque,NM
CHRISTUS Saint Vincent Regional Medical Center,203,Santa Fe,NM
CHRISTUS St. Vincent Orthopaedics & Sports Institute (Surgery Center),12,Santa Fe,NM
Cibola General Hospital,25,Grants,NM
ClearSky Rehabilitation Hospital of Rio Rancho,0,Rio Rancho,NM
Crownpoint Health Care Facility,19,Crownpoint,NM
Doctor Dan C. Trigg Memorial Hospital,25,Tucumcari,NM
Eastern New Mexico Medical Center,162,Roswell,NM
Encompass Health Rehabilitation Hospital of Albuquerque,87,Albuquerque,NM
Gallup Indian Medical Center,74,Gallup,NM
Gerald Champion Regional Medical Center,98,Alamogordo,NM
Gila Regional Medical Center,42,Silver City,NM
Guadalupe County Hospital,10,Santa Rosa,NM
Haven Behavioral Hospital of Albuquerque,48,Albuquerque,NM
Hobbs Hospital,70,Hobbs,NM
Holy Cross Medical Center,25,Taos,NM
Kindred Hospital - Albuquerque,57,Albuquerque,NM
Lincoln County Medical Center,25,Ruidoso,NM
Los Alamos Medical Center,47,Los Alamos,NM
Lovelace Medical Center,293,Albuquerque,NM
Lovelace Regional Hospital,27,Roswell,NM
Lovelace Rehabilitation Hospital,62,Albuquerque,NM
Lovelace Westside Hospital,70,Albuquerque,NM
Lovelace Women's Hospital,162,Albuquerque,NM
Memorial Medical Center,199,Las Cruces,NM
Mescalero Hospital,6,Mescalero,NM
Mesilla Valley Hospital,119,Las Cruces,NM
Mimbres Memorial Hospital,25,Deming,NM
Miners' Colfax Medical Center,62,Raton,NM
MountainView Regional Medical Center,176,Las Cruces,NM
New Mexico Behavioral Health Institute,0,Las Vegas,NM
New Mexico Rehabilitation Center,15,Roswell,NM
Nor-Lea Hospital District,25,Lovington,NM
Peak Behavioral Health Services,119,Santa Teresa,NM
Plains Regional Medical Center,106,Clovis,NM
Presbyterian Espanola Hospital,70,Espanola,NM
Presbyterian Hospital,716,Albuquerque,NM
Presbyterian Kaseman Hospital,85,Albuquerque,NM
Presbyterian Rust Medical Center,0,Rio Rancho,NM
Presbyterian Santa Fe Medical Center,36,Santa Fe,NM
Raymond G. Murphy VA Medical Center,0,Albuquerque,NM
Rehabilitation Hospital of Southern New Mexico,40,Las Cruces,NM
Rehoboth McKinley Christian Health Care Services Hospital,25,Gallup,NM
Roosevelt General Hospital,24,Portales,NM
San Juan Regional Medical Center,184,Farmington,NM
San Juan Regional Rehabilitation Hospital,18,Farmington,NM
Sequoyah Adolescent Treatment Center,0,Albuquerque,NM
Sierra Vista Hospital,11,Truth or Consequences,NM
Socorro General Hospital,24,Socorro,NM
The Heart Hospital of New Mexico at Lovelace Medical Center,55,Albuquerque,NM
The Northern Navajo Medical Center ,60,Shiprock,NM
Three Crosses Regional Hospital,0,Las Cruces,NM
Turquoise Lodge Hospital,0,Albuquerque,NM
Union County General Hospital,25,Clayton,NM
UNM Children's Hospital,18,Albuquerque,NM
UNM Hospital ,555,Albuquerque,NM
UNM Psychiatric Center ,0,Albuquerque,NM
UNM Sandoval Regional Medical Center,60,Rio Rancho,NM
Zuni Comprehensive Health Center,27,Zuni,NM
 Long Island Community Hospital,229,Patchogue,NY
 Zucker Hillside Hospital,0,Glen Oaks,NY
A.O. Fox Hospital,191,Oneonta,NY
Adirondack Medical Center - Sarnac Lake,155,Saranac Lake,NY
Albany Medical Center,786,Albany,NY
Albany Stratton VA Medical Center,0,Albany,NY
Alice Hyde Medical Center,178,Malone,NY
ArchCare at Terence Cardinal Cooke Health Care Center,615,New York,NY
Arms Acres,0,Carmel,NY
Arnot Ogden Medical Center,271,Elmira,NY
Auburn Community Hospital,179,Auburn,NY
Bassett Medical Center,180,Cooperstown,NY
Batavia VA Medical Center,0,Batavia,NY
Bath VA Medical Center,0,Bath,NY
Bellevue Woman's Center,40,Niskayuna,NY
Bertrand Chaffee Hospital,103,Springville,NY
Blythedale Children's Hospital,0,Valhalla,NY
Bon Secours Community Hospital,168,Port Jervis,NY
Bronx Psychiatric Center,156,Bronx,NY
BronxCare Dr. Martin Luther King Jr. Health Center,558,Bronx,NY
BronxCare Special Care Center,0,Bronx,NY
Brooks TLC Hospital System,65,Dunkirk,NY
Brunswick Hospital Center,124,Amityville,NY
Brylin Hospitals,88,Buffalo,NY
Buffalo General Medical Center,1068,Buffalo,NY
Buffalo Psychiatric Center,159,Buffalo,NY
Buffalo VA Medical Center,0,Buffalo,NY
Burdett Birth Center,0,Troy,NY
Burke Rehabilitation Hospital,150,White Plains,NY
Calvary Hospital - Bronx Campus,225,Bronx,NY
Calvary Hospital - Brooklyn Campus,0,Brooklyn,NY
Canandaigua VA Medical Center,0,Canandaigua,NY
Canton-Potsdam Hospital,94,Potsdam,NY
Capital District Psychiatric Center,105,Albany,NY
Carthage Area Hospital,25,Carthage,NY
Catholic Health Good Samaritan Hospital,437,West Islip,NY
Catholic Health Mercy Hospital,375,Rockville Centre,NY
Catholic Health Saint Catherine of Siena Hospital,546,Smithtown,NY
Catholic Health Saint Charles Hospital,243,Port Jefferson,NY
Catholic Health Saint Francis Hospital & Heart Center,364,Roslyn,NY
Catholic Health St. Joseph Hospital,203,Bethpage,NY
Catskill Regional Medical Center  Grover M. Hermann Hospital ,15,Callicoon,NY
Catskill Regional Medical Center - Harris Campus,166,Harris,NY
Cayuga Medical Center at Ithaca,186,Ithaca,NY
Central New York Psychiatric Center,0,Marcy,NY
Claxton-Hepburn Medical Center,130,Ogdensburg,NY
Clifton Springs Hospital and Clinic,203,Clifton Springs,NY
Clifton-Fine Hospital,20,Star Lake,NY
Cobleskill Regional Hospital,25,Cobleskill,NY
Cohen Children's Medical Center ,0,New Hyde Park,NY
Columbia Memorial Hospital,192,Hudson,NY
Community Memorial Hospital,25,Hamilton,NY
Conifer Park,0,Glenville,NY
Cornerstone of Fresh Meadows,0,Fresh Meadows,NY
Cornerstone of Rhinebeck,0,Rhinebeck,NY
Creedmoor Psychiatric Center,349,Queens Village,NY
Crouse Hospital,502,Syracuse,NY
Cuba Memorial Hospital,81,Cuba,NY
Eastern Niagara Hospital-Lockport,91,Lockport,NY
Ellenville Regional Hospital,25,Ellenville,NY
Ellis Hospital,413,Schenectady,NY
Elmira Psychiatric Center,80,Elmira,NY
Erie County Medical Center,909,Buffalo,NY
F.F. Thompson Hospital,240,Canandaigua,NY
Flushing Hospital Medical Center,271,Flushing,NY
Four Winds Saratoga,88,Saratoga Springs,NY
Four Winds Westchester,175,Katonah,NY
Garnet Health Medical Center,383,Middletown,NY
Geneva General Hospital,477,Geneva,NY
Glen Cove Hospital,119,Glen Cove,NY
Glens Falls Hospital,391,Glens Falls,NY
Golisano Children's Hospital,0,Rochester ,NY
Good Samaritan Hospital  ,286,Suffern,NY
Gouverneur Hospital,25,Gouverneur,NY
Gracie Square Hospital,133,New York,NY
Greater Binghamton Health Center,111,Binghamton,NY
Guthrie Corning Hospital,65,Corning,NY
Guthrie Cortland Regional Medical Center,194,Cortland,NY
HealthAlliance Hospital - Broadway Campus,137,Kingston,NY
HealthAlliance Hospital Mary's Avenue Campus,105,Kingston,NY
Helen Hayes Hospital,155,West Haverstraw,NY
Highland Hospital,241,Rochester,NY
Hospital for Special Surgery,210,New York,NY
Huntington Hospital,280,Huntington,NY
Hutchings Psychiatric Center,154,Syracuse,NY
Interfaith Medical Center,243,Brooklyn,NY
Ira Davenport Memorial Hospital,135,Bath,NY
Jack D. Weiler Hospital ,0,Bronx,NY
Jamaica Hospital Medical Center,588,Jamaica,NY
James J. Peters VA Medical Center,0,Bronx,NY
John R. Oishei Children's Hospital,258,Buffalo,NY
Jones Memorial Hospital,49,Wellsville,NY
Keller Army Community Hospital,0,West Point,NY
Kenmore Mercy Hospital,344,Kenmore,NY
Kingsboro Psychiatric Center,163,Brooklyn,NY
Kingsbrook Jewish Medical Center,746,Brooklyn,NY
Kirby Forensic Psychiatric Center,218,Wards Island,NY
Lenox Hill Hospital,444,New York,NY
Lewis County Health System,185,Lowville,NY
Little Falls Hospital,25,Little Falls,NY
Long Island Jewish Forest Hills Hospital,227,Forest Hills,NY
Long Island Jewish Medical Center,1401,New Hyde Park,NY
Long Island Jewish Valley Stream,337,Valley Stream,NY
Maimonides Medical Center,711,Brooklyn,NY
Manhattan Psychiatric Center,209,New York,NY
Margaretville Hospital,97,Margaretville,NY
Maria Fareri Children's Hospital,0,Valhalla ,NY
Massena Hospital,25,Massena,NY
Mather Hospital,248,Port Jefferson,NY
Memorial Sloan-Kettering Cancer Center,498,New York,NY
Mercy Hospital of Buffalo,470,Buffalo,NY
Mid-Hudson Forensic Psychiatric Center,285,New Hampton,NY
Midhudson Regional Hospital of Westchester Medical Center,243,Poughkeepsie,NY
Millard Fillmore Suburban Hospital,0,Williamsville,NY
Mohawk Valley Psychiatric Center,77,Utica,NY
Monroe Community Hospital,571,Rochester,NY
Montefiore Hospital Moses Campus,1530,Bronx,NY
Montefiore Mount Vernon Hospital,85,Mount Vernon,NY
Montefiore New Rochelle Hospital,301,New Rochelle,NY
Montefiore Nyack Hospital,251,Nyack,NY
Montefiore St. Luke's Cornwall,193,Newburgh,NY
Montefiore Wakefield Campus,345,Bronx,NY
Montefiore Westchester Square Campus,140,Bronx,NY
Mount Saint Mary's Hospital,175,Lewiston,NY
Mount Sinai  Brooklyn,0,Brooklyn,NY
Mount Sinai  Queens,235,Astoria,NY
Mount Sinai Beth Israel Medical Center ,525,New York,NY
Mount Sinai Morningside,809,New York,NY
Mount Sinai South Nassau,374,Oceanside,NY
Mount Sinai West,0,New York,NY
MVHS -  St. Luke's Campus,243,Utica,NY
MVHS - Faxton Campus,0,Utica,NY
MVHS - St. Elizabeth Campus,201,Utica,NY
Nassau University Medical Center,1119,East Meadow,NY
Nathan Littauer Hospital ,142,Gloversville,NY
New York City Children's Center Queens Campus,0,Bellerose,NY
New York City Children's Center Bronx Campus,0,Bronx,NY
New York Community Hospital,134,Brooklyn,NY
New York Presbyterian Columbia University Irving Medical Center,0,New York,NY
New York Presbyterian Weill Cornell Medical Center,2670,New York,NY
New York State Psychiatric Institute,21,New York,NY
Newark-Wayne Community Hospital,297,Newark,NY
New York Presbyterian Queens Hospital,492,Flushing,NY
New York Presbyterian Allen Hospital ,0,New York,NY
New York Presbyterian Brooklyn Methodist Hospital,591,Brooklyn,NY
New York Presbyterian Hudson Valley Hospital,128,Cortlandt Manor,NY
New York Presbyterian Lawrence Hospital,208,Bronxville,NY
New York Presbyterian Morgan Stanley Children's Hospital,0,New York,NY
New York Presbyterian Westchester Behavioral Health Center,0,White Plains,NY
New York Presbyterian Lower Manhattan Hospital,132,New York,NY
Niagara Falls Memorial Medical Center,133,Niagara Falls,NY
North Shore University Hospital,802,Manhasset,NY
Northern Dutchess Hospital,84,Rhinebeck,NY
Northern Westchester Hospital,195,Mount Kisco,NY
Northport VA Medical Center,0,Northport,NY
NYC Health Hospitals Bellevue,912,New York,NY
NYC Health Hospitals Carter ,365,New York,NY
NYC Health Hospitals Coney Island ,371,Brooklyn,NY
NYC Health Hospitals Elmhurst ,500,Elmhurst,NY
NYC Health Hospitals Harlem ,282,New York,NY
NYC Health Hospitals Jacobi ,439,Bronx,NY
NYC Health Hospitals Kings County ,634,Brooklyn,NY
NYC Health Hospitals Lincoln,347,Bronx,NY
NYC Health Hospitals Metropolitan,338,New York,NY
NYC Health Hospitals North Central Bronx ,200,Bronx,NY
NYC Health Hospitals Queens,253,Jamaica,NY
NYC Health Hospitals Woodhull ,371,Brooklyn,NY
NYU Langone Hospital Brooklyn,388,Brooklyn,NY
NYU Langone Orthopedic Hospital,160,New York,NY
NYU Langone Tisch Hospital,1629,New York,NY
NYU Winthrop Hospital ,511,Mineola,NY
O'Connor Hospital,16,Delhi,NY
Olean General Hospital,388,Olean,NY
Oneida Healthcare Auxiliary,261,Oneida,NY
Orleans Community Health Medina,64,Medina,NY
Oswego Hospital,164,Oswego,NY
Our Lady of Lourdes Memorial Hospital,161,Binghamton,NY
Peconic Bay Medical Center,184,Riverhead,NY
Phelps Hospital,220,Sleepy Hollow,NY
Pilgrim Psychiatric Center,273,West Brentwood,NY
Plainview Hospital,156,Plainview,NY
Putnam Hospital Center,140,Carmel,NY
Richmond University Medical Center,300,Staten Island,NY
River Hospital,24,Alexandria Bay,NY
Rochester General Hospital,516,Rochester,NY
Rochester Psychiatric Center,174,Rochester,NY
Rockland Children's Psychiatric Center,0,Orangeburg,NY
Rockland Psychiatric Center,415,Orangeburg,NY
Rome Memorial Hospital,171,Rome,NY
Roswell Park Cancer Institute,133,Buffalo,NY
Rusk Rehabilitation at NYU Langone Health,0,New York,NY
Sagamore Children's Psychiatric Center,0,Dix Hills,NY
Saint Anthony Community Hospital,60,Warwick,NY
Saint Barnabas Hospital,332,Bronx,NY
Saint James Hospital,15,Hornell,NY
Saint John's Episcopal Hospital,209,Far Rockaway,NY
Saint John's Riverside Hospital - Andrus Pavilion,319,Yonkers,NY
Saint John's Riverside Hospital - Dobbs Ferry Pavilion,50,Dobbs Ferry,NY
Saint Joseph's Hospital,176,Elmira,NY
Saint Joseph's Hospital Health Center,435,Syracuse,NY
Saint Joseph's Medical Center,271,Yonkers,NY
Saint Lawrence Psychiatric Center,108,Ogdensburg,NY
Saint Mary's Hospital Amsterdam Memorial Campus,0,Amsterdam,NY
Saint Mary's Hospital at Amsterdam,290,Amsterdam,NY
Saint Mary's Hospital for Children,0,Bayside,NY
Saint Peter's Hospital,482,Albany,NY
Saint Vincent's Hospital Westchester,0,Harrison,NY
Samaritan Hospital,350,Troy,NY
Samaritan Hospital-Albany Memorial Campus,73,Albany,NY
Samaritan Medical Center,286,Watertown,NY
Saratoga  Hospital,171,Saratoga Springs,NY
Schuyler Hospital,145,Montour Falls,NY
Sisters of Charity Hospital,466,Buffalo,NY
Sisters of Charity Hospital - Saint Joseph Campus,119,Buffalo,NY
Soldiers & Sailors Memorial Hospital,186,Penn Yan,NY
South Beach Psychiatric Center,507,Staten Island,NY
South Oaks Hospital,202,Amityville,NY
South Shore University Hospital,284,Bay Shore,NY
St. John's Riverside Hospital ParkCare Pavilion,190,Yonkers,NY
Staten Island University Hospital ,627,Staten Island,NY
Stony Brook Children's Hospital,0,Stony Brook,NY
Stony Brook Eastern Long Island Hospital,90,Greenport,NY
Stony Brook Southampton Hospital,94,Southampton,NY
Stony Brook University Hospital,788,Stony Brook,NY
Strong Memorial Hospital,874,Rochester,NY
Sunnyview Rehabilitation Hospital,115,Schenectady,NY
Sunshine Children's Home and Rehab Center,0,Ossining,NY
Syosset Hospital,74,Syosset,NY
Syracuse VA Medical Center,0,Syracuse,NY
The Brookdale University Hospital and Medical Center,812,Brooklyn,NY
The Brooklyn Hospital Center,282,Brooklyn,NY
The Children's Hospital at Montefiore,0,Bronx,NY
The Mount Sinai Hospital,1133,New York,NY
The New York Eye and Ear Infirmary,17,New York,NY
The Rockefeller University Hospital,0,New York,NY
The University of Vermont Health Network Champlain Valley Physicians Hospital ,354,Plattsburgh,NY
The University of Vermont Health Network Elizabethtown Community Hospital,25,Elizabethtown,NY
The University of Vermont Health Network Elizabethtown Community Hospital - Ticonderoga Campus,0,Ticonderoga,NY
UHS Binghamton General Hospital,479,Binghamton,NY
UHS Chenango Memorial Hospital,138,Norwich,NY
UHS Delaware Valley Hospital,25,Walton,NY
UHS Wilson Medical Center,0,Johnson City,NY
United Memorial Medical Center,133,Batavia,NY
Unity Hospital,468,Rochester,NY
University Hospital of Brooklyn,323,Brooklyn,NY
UPMC Chautauqua ,187,Jamestown,NY
Upstate Golisano Children's Hospital,0,Syracuse,NY
Upstate University Hospital,734,Syracuse,NY
Upstate University Hospital - Community Campus,306,Syracuse,NY
UR Medicine Noyes Health ,67,Dansville,NY
VA Hudson Valley Health Care System - Montrose Campus,0,Montrose,NY
VA New York Harbor Healthcare System - Brooklyn Campus,0,Brooklyn,NY
VA New York Harbor Healthcare System - Manhattan Campus,0,New York,NY
Vassar Brothers Medical Center,365,Poughkeepsie,NY
Westchester Medical Center,885,Valhalla,NY
Westchester Medical Center Behavioral Health Center,0,Valhalla,NY
Western New York Children's Psychiatric Center,0,West Seneca,NY
Westfield Memorial Hospital,4,Westfield,NY
White Plains Hospital,292,White Plains,NY
Wyckoff Heights Medical Center,257,Brooklyn,NY
Wyoming County Community Health System,200,Warsaw,NY
 Erlanger Western Carolina Hospital ,25,Murphy,NC
AdventHealth Hendersonville,98,Hendersonville,NC
Alamance Regional Medical Center,212,Burlington,NC
Alleghany Memorial Hospital,25,Sparta,NC
Angel Medical Center,25,Franklin,NC
Ashe Memorial Hospital,25,Jefferson,NC
Asheville Specialty Hospital,34,Asheville,NC
Atrium Health Anson,15,Wadesboro,NC
Atrium Health Behavioral Health Charlotte,0,Charlotte,NC
Atrium Health Cabarrus,457,Concord,NC
Atrium Health Cleveland,308,Shelby,NC
Atrium Health Kings Mountain,62,Kings Mountain,NC
Atrium Health Lincoln,101,Lincolnton,NC
Atrium Health Mercy,0,Charlotte,NC
Atrium Health Pineville,250,Charlotte,NC
Atrium Health Stanly,109,Albemarle,NC
Atrium Health Union,252,Monroe,NC
Atrium Health University City,100,Charlotte,NC
Betsy Johnson Regional Hospital,126,Dunn,NC
Betty H. Cameron Women's and Children's Hospital,0,Wilmington,NC
Bladen County Hospital,25,Elizabethtown,NC
Blue Ridge Regional Hospital,25,Spruce Pine,NC
Brenner Children's Hospital,0,Winston-Salem,NC
Broughton Hospital,431,Morganton,NC
Bryant T. Aldridge Rehabilitation Center,0,Rocky Mount ,NC
Brynn Marr Hospital,84,Jacksonville,NC
Caldwell Memorial Hospital,110,Lenoir,NC
Cape Fear Valley Behavioral Health Care,85,Fayetteville,NC
Cape Fear Valley Hoke Hospital ,41,Raeford ,NC
Cape Fear Valley Medical Center,647,Fayetteville,NC
Cape Fear Valley Rehabilitation Center,0,Fayetteville,NC
CarePartners Rehabilitation Hospital,74,Asheville,NC
Carolina Dunes Behavioral Health,112,Leland ,NC
CarolinaEast Medical Center,307,New Bern,NC
Carolinas ContinueCARE Hospital at Pineville,40,Charlotte,NC
Carolinas ContinueCARE Hospital at University,26,Charlotte,NC
Carolinas HealthCare System - Blue Ridge,156,Morgantown,NC
Carolinas Medical Center,1269,Charlotte,NC
Carolinas Psychiatry and Behavioral Wellness,0,Davidson ,NC
Carolinas Rehabilitation - Mount Holly,0,Belmont,NC
Carolinas Rehabilitation - NorthEast,0,Concord,NC
Carolinas Rehabilitation -Charlotte,150,Charlotte,NC
CaroMont Regional Medical Center,393,Gastonia,NC
Carteret Healthcare ,99,Morehead City,NC
Caswell Developmental Center,0,Kinston,NC
Catawba Valley Medical Center,261,Hickory,NC
Central Carolina Hospital,127,Sanford,NC
Central Harnett Hospital,0,Lillington ,NC
Central Prison Hospital,0,Raleigh,NC
Central Regional Hospital,338,Butner,NC
Charles A. Cannon Jr. Memorial Hospital,31,Linville,NC
Charles George VA Medical Center - Asheville NC,0,Asheville,NC
Chatham Hospital,25,Siler City,NC
Cherokee Indian Hospital,20,Cherokee,NC
Cherry Hospital,259,Goldsboro,NC
Coastal Plain Hospital ,0,Rocky Mount ,NC
Columbus Regional Healthcare System,154,Whiteville,NC
Cone Health Annie Penn Hospital,152,Reidsville,NC
Cone Health Behavioral Health Hospital,0,Greensboro,NC
Cone Health Wesley Long Hospital ,0,Greensboro,NC
Cone Health Women's and Children's Center at Moses Cone Hospital,0,Greensboro,NC
Davie Medical Center,50,Bermuda Run,NC
Davis Regional Medical Center,144,Statesville,NC
Dosher Memorial Hospital,25,Southport,NC
Duke Raleigh Hospital,175,Raleigh,NC
Duke Regional Hospital,354,Durham,NC
Duke University Hospital,979,Durham,NC
Durham VA Medical Center,0,Durham,NC
Fayetteville VA Medical Center,0,Fayetteville,NC
Federal Medical Center Butner,0,Butner,NC
FirstHealth Montgomery Memorial Hospital,3,Troy,NC
FirstHealth Moore Regional Hospital,449,Pinehurst,NC
FirstHealth Moore Regional Hospital-Hoke Campus,0,Raeford,NC
FirstHealth Moore Regional Hospital-Richmond ,141,Rockingham,NC
Frye Regional Medical Center,355,Hickory,NC
Good Hope Hospital,16,Erwin,NC
Granville Medical Center,122,Oxford,NC
